"","ensembl_gene_id","external_gene_name","Gene_name_canonical","graph_localization_annotation","num_human","num"
"1","ENSMUSG00000000001","Gnai3","GNAI3","plasma_membrane",1,1
"2","ENSMUSG00000000134","Tfe3","TFE3","nucleus",1,1
"3","ENSMUSG00000000168","Dlat","DLAT","mitochondrion",1,1
"4","ENSMUSG00000000194","Gpr107","GPR107","Golgi",1,1
"5","ENSMUSG00000000253","Gmpr","GMPR","cytosol",1,1
"6","ENSMUSG00000000275","Trim25","TRIM25","stress_granule",1,2
"7","ENSMUSG00000000276","Dgke","DGKE","ER",1,1
"8","ENSMUSG00000000278","Scpep1","SCPEP1","lysosome",1,1
"9","ENSMUSG00000000326","Comt","COMT","ER",1,1
"10","ENSMUSG00000000340","Dbt","DBT","mitochondrion",1,1
"11","ENSMUSG00000000355","Mcts1","MCTS1","cytosol",1,1
"12","ENSMUSG00000000384","Tbrg4","TBRG4","mitochondrion",1,1
"13","ENSMUSG00000000420","Galnt1","GALNT1","Golgi",1,1
"14","ENSMUSG00000000439","Mkrn2","MKRN2","nucleus",1,1
"15","ENSMUSG00000000441","Raf1","RAF1","14-3-3_scaffold",1,1
"16","ENSMUSG00000000538","Tom1l2","TOM1L2","cytosol",1,1
"17","ENSMUSG00000000555","Itga5","ITGA5","plasma_membrane",1,1
"18","ENSMUSG00000000561","Wdr77","WDR77","cytosol",1,1
"19","ENSMUSG00000000563","Atp5pb","ATP5PB","mitochondrion",1,1
"20","ENSMUSG00000000568","Hnrnpd","HNRNPD","nucleus",1,1
"21","ENSMUSG00000000594","Gm2a","GM2A","lysosome",1,1
"22","ENSMUSG00000000628","Hk2","HK2","mitochondrion",1,1
"23","ENSMUSG00000000631","Myo18a","MYO18A","actin_cytoskeleton",1,2
"24","ENSMUSG00000000711","Rab5b","RAB5B","early_endosome",1,1
"25","ENSMUSG00000000740","Rpl13","RPL13","translation",1,1
"26","ENSMUSG00000000743","Chmp1a","CHMP1A","cytosol",1,2
"27","ENSMUSG00000000751","Rpa1","RPA1","nucleus",1,2
"28","ENSMUSG00000000759","Tubgcp3","TUBGCP3","unclassified",1,1
"29","ENSMUSG00000000787","Ddx3x","DDX3X","nucleus",1,1
"30","ENSMUSG00000000787","Ddx3x","DDX3X","unclassified",1,1
"31","ENSMUSG00000000826","Dnajc5","DNAJC5","plasma_membrane",1,1
"32","ENSMUSG00000000827","Tpd52l2","TPD52L2","early_endosome",1,2
"33","ENSMUSG00000000838","Fmr1","FMR1","stress_granule",1,6
"34","ENSMUSG00000000902","Smarcb1","SMARCB1","nucleus",1,1
"35","ENSMUSG00000000916","Nsun5","NSUN5","nucleus",1,1
"36","ENSMUSG00000000976","Heatr6","HEATR6","unclassified",1,1
"37","ENSMUSG00000001016","Ilf2","ILF2","nucleus",1,1
"38","ENSMUSG00000001017","Chtop","CHTOP","nucleus",1,1
"39","ENSMUSG00000001018","Snapin","SNAPIN","lysosome",1,1
"40","ENSMUSG00000001052","Sec24b","SEC24B","Golgi",1,1
"41","ENSMUSG00000001056","Nhp2","NHP2","nucleus",1,1
"42","ENSMUSG00000001082","Mfsd10","MFSD10","ER",1,1
"43","ENSMUSG00000001089","Luzp1","LUZP1","actin_cytoskeleton",1,1
"44","ENSMUSG00000001098","Kctd10","KCTD10","actin_cytoskeleton",1,1
"45","ENSMUSG00000001100","Poldip2","POLDIP2","mitochondrion",1,1
"46","ENSMUSG00000001127","Araf","ARAF","14-3-3_scaffold",1,1
"47","ENSMUSG00000001143","Lman2l","LMAN2L","ERGIC",1,2
"48","ENSMUSG00000001150","Mcm3ap","MCM3AP","nucleus",1,1
"49","ENSMUSG00000001151","Pcnt","PCNT","centrosome",1,1
"50","ENSMUSG00000001211","Agpat3","AGPAT3","ER",1,1
"51","ENSMUSG00000001228","Uhrf1","UHRF1","nucleus",1,1
"52","ENSMUSG00000001229","Dpp9","DPP9","cytosol",1,1
"53","ENSMUSG00000001270","Ckb","CKB","cytosol",1,1
"54","ENSMUSG00000001280","Sp1","SP1","nucleus",1,1
"55","ENSMUSG00000001285","Myg1","MYG1","cytosol",1,1
"56","ENSMUSG00000001289","Pfdn5","PFDN5","cytosol",1,1
"57","ENSMUSG00000001305","Rrp15","RRP15","nucleolus",1,1
"58","ENSMUSG00000001376","Vps50","VPS50","unclassified",1,1
"59","ENSMUSG00000001380","Hars1","HARS1","cytosol",1,1
"60","ENSMUSG00000001383","Zmat2","ZMAT2","nucleus",1,1
"61","ENSMUSG00000001403","Ube2c","UBE2C","cytosol",1,1
"62","ENSMUSG00000001415","Smg5","SMG5","unclassified",1,1
"63","ENSMUSG00000001416","Cct3","CCT3","actin_cytoskeleton",1,1
"64","ENSMUSG00000001418","Glmp","GLMP","lysosome",1,1
"65","ENSMUSG00000001419","Mef2d","MEF2D","unclassified",1,1
"66","ENSMUSG00000001424","Snd1","SND1","ER",1,1
"67","ENSMUSG00000001440","Kpnb1","KPNB1","unclassified",1,1
"68","ENSMUSG00000001441","Npepps","NPEPPS","mitochondrion",1,1
"69","ENSMUSG00000001473","Tubb6","TUBB6","cytosol",1,2
"70","ENSMUSG00000001525","Tubb5","TUBB","cytosol",1,2
"71","ENSMUSG00000001555","Fkbp10","FKBP10","ER",1,1
"72","ENSMUSG00000001569","Nom1","NOM1","nucleolus",1,1
"73","ENSMUSG00000001576","Ergic1","ERGIC1","ERGIC",1,1
"74","ENSMUSG00000001627","Ifrd1","IFRD1","cytosol",1,1
"75","ENSMUSG00000001630","Stk38l","STK38L","cytosol",1,1
"76","ENSMUSG00000001642","Akr1b1","AKR1B1","cytosol",1,1
"77","ENSMUSG00000001674","Ddx18","DDX18","nucleolus",1,1
"78","ENSMUSG00000001707","Eef1e1","EEF1E1","unclassified",1,1
"79","ENSMUSG00000001729","Akt1","AKT1","cytosol",1,1
"80","ENSMUSG00000001751","Naglu","NAGLU","ER",1,1
"81","ENSMUSG00000001755","Coasy","COASY","mitochondrion",1,1
"82","ENSMUSG00000001767","Crnkl1","CRNKL1","nucleus",1,1
"83","ENSMUSG00000001774","Chordc1","CHORDC1","cytosol",1,1
"84","ENSMUSG00000001783","Rtcb","RTCB","stress_granule",1,1
"85","ENSMUSG00000001785","Pwp1","PWP1","nucleus",1,1
"86","ENSMUSG00000001794","Capns1","CAPNS1","cytosol",1,1
"87","ENSMUSG00000001829","Clpb","CLPB","mitochondrion",1,4
"88","ENSMUSG00000001833","Septin7","SEPTIN7","actin_cytoskeleton",1,2
"89","ENSMUSG00000001847","Rac1","RAC1","plasma_membrane",1,2
"90","ENSMUSG00000001855","Nup214","NUP214","ER",1,1
"91","ENSMUSG00000001891","Ugp2","UGP2","cytosol",1,1
"92","ENSMUSG00000001909","Trmt1","TRMT1","mitochondrion",1,1
"93","ENSMUSG00000001910","Nacc1","NACC1","unclassified",1,1
"94","ENSMUSG00000001918","Slc1a5","SLC1A5","plasma_membrane",1,1
"95","ENSMUSG00000001924","Uba1","UBA1","cytosol",1,1
"96","ENSMUSG00000001962","Fam50a","FAM50A","unclassified",1,1
"97","ENSMUSG00000001964","Emd","EMD","ER",1,1
"98","ENSMUSG00000001998","Ap4e1","AP4E1","early_endosome",1,1
"99","ENSMUSG00000001999","Blvra","BLVRA","cytosol",1,1
"100","ENSMUSG00000002010","Idh3g","IDH3G","mitochondrion",1,1
"101","ENSMUSG00000002014","Ssr4","SSR4","ER",1,2
"102","ENSMUSG00000002015","Bcap31","BCAP31","ER",1,1
"103","ENSMUSG00000002017","Fam98a","FAM98A","stress_granule",1,1
"104","ENSMUSG00000002055","Spag5","SPAG5","unclassified",1,1
"105","ENSMUSG00000002058","Unc119","UNC119","cytosol",1,1
"106","ENSMUSG00000002059","Rab34","RAB34","plasma_membrane",1,2
"107","ENSMUSG00000002064","Sdf2","SDF2","ER",1,1
"108","ENSMUSG00000002102","Psmc3","PSMC3","proteasome",1,4
"109","ENSMUSG00000002129","Sf3a1","SF3A1","nucleus",1,1
"110","ENSMUSG00000002147","Stat6","STAT6","cytosol",1,1
"111","ENSMUSG00000002190","Clgn","CLGN","ER",1,1
"112","ENSMUSG00000002205","Vrk3","VRK3","ER",1,1
"113","ENSMUSG00000002210","Smg9","SMG9","unclassified",1,1
"114","ENSMUSG00000002222","Rmnd5a","RMND5A","cytosol",1,1
"115","ENSMUSG00000002227","Mov10","MOV10","stress_granule",1,2
"116","ENSMUSG00000002233","Rhoc","RHOC","cytosol",1,1
"117","ENSMUSG00000002257","Def6","DEF6","14-3-3_scaffold",1,1
"118","ENSMUSG00000002280","Ciao3","CIAO3","cytosol",1,1
"119","ENSMUSG00000002319","Ipo4","IPO4","cytosol",1,1
"120","ENSMUSG00000002320","Tm9sf1","TM9SF1","Golgi",1,1
"121","ENSMUSG00000002332","Dhrs1","DHRS1","ER",1,1
"122","ENSMUSG00000002343","Armc6","ARMC6","cytosol",1,1
"123","ENSMUSG00000002345","Borcs8","BORCS8","lysosome",1,1
"124","ENSMUSG00000002365","Snx9","SNX9","actin_cytoskeleton",1,1
"125","ENSMUSG00000002372","Ranbp3","RANBP3","cytosol",1,2
"126","ENSMUSG00000002395","Use1","USE1","ER",1,2
"127","ENSMUSG00000002413","Braf","BRAF","cytosol",1,3
"128","ENSMUSG00000002428","Hltf","HLTF","nucleus",1,1
"129","ENSMUSG00000002455","Prpf6","PRPF6","nucleus",1,1
"130","ENSMUSG00000002496","Tsc2","TSC2","14-3-3_scaffold",1,1
"131","ENSMUSG00000002524","Puf60","PUF60","nucleus",1,4
"132","ENSMUSG00000002546","Golga2","GOLGA2","Golgi",1,2
"133","ENSMUSG00000002603","Tgfb1","TGFB1","ER",1,1
"134","ENSMUSG00000002718","Cse1l","CSE1L","cytosol",1,1
"135","ENSMUSG00000002731","Prkra","PRKRA","stress_granule",1,1
"136","ENSMUSG00000002732","Fkbp7","FKBP7","ER",1,1
"137","ENSMUSG00000002741","Ykt6","YKT6","ER",1,1
"138","ENSMUSG00000002748","Baz1b","BAZ1B","nucleus",1,1
"139","ENSMUSG00000002763","Pex6","PEX6","peroxisome",1,1
"140","ENSMUSG00000002767","Mrpl2","MRPL2","mitochondrion",1,1
"141","ENSMUSG00000002812","Flii","FLII","actin_cytoskeleton",1,2
"142","ENSMUSG00000002833","Hdgfl2","HDGFL2","cytosol",1,1
"143","ENSMUSG00000002835","Chaf1a","CHAF1A","nucleus",1,1
"144","ENSMUSG00000002870","Mcm2","MCM2","nucleus",1,1
"145","ENSMUSG00000002871","Tpra1","TPRA1","trans-Golgi",1,1
"146","ENSMUSG00000002948","Map2k7","MAP2K7","unclassified",1,1
"147","ENSMUSG00000002949","Timm44","TIMM44","mitochondrion",1,1
"148","ENSMUSG00000002957","Ap2a2","AP2A2","actin_cytoskeleton",1,2
"149","ENSMUSG00000002963","Pnkp","PNKP","nucleus",1,1
"150","ENSMUSG00000002981","Clptm1","CLPTM1","ER",1,1
"151","ENSMUSG00000002984","Tomm40","TOMM40","mitochondrion",1,1
"152","ENSMUSG00000002997","Prkar2b","PRKAR2B","unclassified",1,1
"153","ENSMUSG00000003033","Ap1m1","AP1M1","early_endosome",1,1
"154","ENSMUSG00000003037","Rab8a","RAB8A","early_endosome",1,1
"155","ENSMUSG00000003039","Fam32a","FAM32A","nucleus",1,1
"156","ENSMUSG00000003062","Stard3nl","STARD3NL","lysosome",1,2
"157","ENSMUSG00000003099","Ppp5c","PPP5C","cytosol",1,1
"158","ENSMUSG00000003119","Cdk12","CDK12","nucleus",1,1
"159","ENSMUSG00000003135","Cnot11","CNOT11","stress_granule",1,1
"160","ENSMUSG00000003161","Sri","SRI","cytosol",1,1
"161","ENSMUSG00000003166","Dgcr2","DGCR2","ER",1,1
"162","ENSMUSG00000003184","Irf3","IRF3","unclassified",1,1
"163","ENSMUSG00000003200","Sh3gl1","SH3GL1","cytosol",1,1
"164","ENSMUSG00000003208","Yju2","YJU2","unclassified",1,1
"165","ENSMUSG00000003226","Ranbp2","RANBP2","ER",1,1
"166","ENSMUSG00000003234","Abcf3","ABCF3","stress_granule",1,1
"167","ENSMUSG00000003235","Eif2b5","EIF2B5","unclassified",1,1
"168","ENSMUSG00000003308","Keap1","KEAP1","cytosol",1,1
"169","ENSMUSG00000003316","Glg1","GLG1","trans-Golgi",1,1
"170","ENSMUSG00000003352","Cacnb3","CACNB3","unclassified",1,1
"171","ENSMUSG00000003360","Ddx23","DDX23","nucleus",1,1
"172","ENSMUSG00000003363","Pld3","PLD3","lysosome",1,1
"173","ENSMUSG00000003380","Rabac1","RABAC1","Golgi",1,1
"174","ENSMUSG00000003402","Prkcsh","PRKCSH","ER",1,2
"175","ENSMUSG00000003421","Nosip","NOSIP","unclassified",1,2
"176","ENSMUSG00000003423","Pih1d1","PIH1D1","unclassified",1,1
"177","ENSMUSG00000003429","Rps11","RPS11","stress_granule",1,1
"178","ENSMUSG00000003437","Paf1","PAF1","nucleus",1,1
"179","ENSMUSG00000003438","Timm50","TIMM50","mitochondrion",1,1
"180","ENSMUSG00000003444","Med29","MED29","translation",1,1
"181","ENSMUSG00000003458","Ncstn","NCSTN","ER",1,1
"182","ENSMUSG00000003464","Pex19","PEX19","cytosol",1,1
"183","ENSMUSG00000003500","Impdh1","IMPDH1","cytosol",1,2
"184","ENSMUSG00000003527","Ess2","ESS2","unclassified",1,1
"185","ENSMUSG00000003528","Slc25a1","SLC25A1","mitochondrion",1,1
"186","ENSMUSG00000003546","Klc4","KLC4","14-3-3_scaffold",1,1
"187","ENSMUSG00000003549","Ercc1","ERCC1","unclassified",1,1
"188","ENSMUSG00000003644","Rps6ka1","RPS6KA1","cytosol",1,2
"189","ENSMUSG00000003660","Snrnp200","SNRNP200","nucleus",1,1
"190","ENSMUSG00000003680","Taf6l","TAF6L","nucleus",1,1
"191","ENSMUSG00000003731","Kpna6","KPNA6","cytosol",1,1
"192","ENSMUSG00000003779","Kif20a","KIF20A","nucleus",1,1
"193","ENSMUSG00000003808","Farsa","FARSA","translation",1,1
"194","ENSMUSG00000003813","Rad23a","RAD23A","proteasome",1,1
"195","ENSMUSG00000003814","Calr","CALR","ER",1,1
"196","ENSMUSG00000003847","Nfat5","NFAT5","cytosol",1,1
"197","ENSMUSG00000003848","Nob1","NOB1","nucleus",1,1
"198","ENSMUSG00000003865","Gys1","GYS1","unclassified",1,1
"199","ENSMUSG00000003868","Ruvbl2","RUVBL2","cytosol",1,1
"200","ENSMUSG00000003873","Bax","BAX","mitochondrion",1,1
"201","ENSMUSG00000003955","Fam162a","FAM162A","mitochondrion",1,1
"202","ENSMUSG00000003970","Rpl8","RPL8","translation",1,1
"203","ENSMUSG00000004018","Fancl","FANCL","cytosol",1,1
"204","ENSMUSG00000004032","Gstm5","GSTM3","unclassified",1,1
"205","ENSMUSG00000004040","Stat3","STAT3","cytosol",1,2
"206","ENSMUSG00000004056","Akt2","AKT2","cytosol",1,1
"207","ENSMUSG00000004070","Hmox2","HMOX2","ER",1,1
"208","ENSMUSG00000004085","Map3k20","MAP3K20","nucleolus",1,1
"209","ENSMUSG00000004096","Cwc15","CWC15","nucleus",1,1
"210","ENSMUSG00000004099","Dnmt1","DNMT1","nucleus",1,4
"211","ENSMUSG00000004100","Ppan","PPAN","nucleus",1,2
"212","ENSMUSG00000004207","Psap","PSAP","lysosome",1,1
"213","ENSMUSG00000004221","Ikbkg","IKBKG","cytosol",1,4
"214","ENSMUSG00000004264","Phb2","PHB2","mitochondrion",1,1
"215","ENSMUSG00000004266","Ptpn6","PTPN6","unclassified",1,1
"216","ENSMUSG00000004268","Emg1","EMG1","nucleolus",1,1
"217","ENSMUSG00000004270","Lpcat3","LPCAT3","ER",1,1
"218","ENSMUSG00000004285","Atp6v1f","ATP6V1F","early_endosome",1,1
"219","ENSMUSG00000004317","Clcn5","CLCN5","trans-Golgi",1,1
"220","ENSMUSG00000004319","Clcn3","CLCN3","trans-Golgi",1,2
"221","ENSMUSG00000004356","Utp20","UTP20","nucleolus",1,1
"222","ENSMUSG00000004364","Cul3","CUL3","early_endosome",1,1
"223","ENSMUSG00000004393","Ddx56","DDX56","nucleolus",1,1
"224","ENSMUSG00000004394","Tmed4","TMED4","ERGIC",1,1
"225","ENSMUSG00000004446","Bid","BID","cytosol",1,1
"226","ENSMUSG00000004451","Ralb","RALB","plasma_membrane",1,1
"227","ENSMUSG00000004455","Ppp1cc","PPP1CC","plasma_membrane",1,1
"228","ENSMUSG00000004460","Dnajb11","DNAJB11","ER",1,1
"229","ENSMUSG00000004508","Gab2","GAB2","cytosol",1,2
"230","ENSMUSG00000004530","Coro1c","CORO1C","actin_cytoskeleton",1,1
"231","ENSMUSG00000004535","Tax1bp1","TAX1BP1","lysosome",1,1
"232","ENSMUSG00000004558","Ndrg2","NDRG2","cytosol",1,1
"233","ENSMUSG00000004565","Pnpla6","PNPLA6","ER",1,1
"234","ENSMUSG00000004567","Mcoln1","MCOLN1","lysosome",1,1
"235","ENSMUSG00000004591","Pkn2","PKN2","actin_cytoskeleton",1,1
"236","ENSMUSG00000004610","Etfb","ETFB","mitochondrion",1,1
"237","ENSMUSG00000004626","Stxbp2","STXBP2","plasma_membrane",1,2
"238","ENSMUSG00000004637","Wwox","WWOX","Golgi",1,1
"239","ENSMUSG00000004642","Slbp","SLBP","nucleolus",1,1
"240","ENSMUSG00000004665","Cnn2","CNN2","unclassified",1,1
"241","ENSMUSG00000004667","Polr2e","POLR2E","nucleus",1,1
"242","ENSMUSG00000004677","Myo9b","MYO9B","cytosol",1,1
"243","ENSMUSG00000004788","Eif2b2","EIF2B2","unclassified",1,1
"244","ENSMUSG00000004789","Dlst","DLST","mitochondrion",1,1
"245","ENSMUSG00000004843","Chmp2b","CHMP2B","early_endosome",1,1
"246","ENSMUSG00000004846","Plod3","PLOD3","ER",1,1
"247","ENSMUSG00000004849","Ap1s1","AP1S1","early_endosome",1,1
"248","ENSMUSG00000004865","Srpk1","SRPK1","nucleolus",1,1
"249","ENSMUSG00000004880","Lbr","LBR","ER",1,1
"250","ENSMUSG00000004891","Nes","NES","actin_cytoskeleton",1,1
"251","ENSMUSG00000004895","Prcc","PRCC","nucleus",1,1
"252","ENSMUSG00000004897","Hdgf","HDGF","cytosol",1,1
"253","ENSMUSG00000004929","Thop1","THOP1","cytosol",1,2
"254","ENSMUSG00000004934","Pias4","PIAS4","nucleus",1,1
"255","ENSMUSG00000004936","Map2k1","MAP2K1","cytosol",1,1
"256","ENSMUSG00000004937","Sgta","SGTA","early_endosome",1,1
"257","ENSMUSG00000004952","Rasa4","RASA4B","nucleus",1,1
"258","ENSMUSG00000004980","Hnrnpa2b1","HNRNPA2B1","nucleus",1,1
"259","ENSMUSG00000004996","Mri1","MRI1","cytosol",1,1
"260","ENSMUSG00000005034","Prkacb","PRKACB","unclassified",1,1
"261","ENSMUSG00000005054","Cstb","CSTB","cytosol",1,1
"262","ENSMUSG00000005069","Pex5","PEX5","peroxisome",1,1
"263","ENSMUSG00000005102","Eif2ak4","EIF2AK4","unclassified",1,2
"264","ENSMUSG00000005103","Wdr1","WDR1","actin_cytoskeleton",1,1
"265","ENSMUSG00000005125","Ndrg1","NDRG1","cytosol",1,1
"266","ENSMUSG00000005142","Man2b1","MAN2B1","lysosome",1,1
"267","ENSMUSG00000005161","Prdx2","PRDX2","cytosol",1,1
"268","ENSMUSG00000005198","Polr2a","POLR2A","nucleus",1,1
"269","ENSMUSG00000005204","Senp3","SENP3","nucleus",1,1
"270","ENSMUSG00000005312","Ubqln1","UBQLN1","cytosol",1,2
"271","ENSMUSG00000005354","Txn2","TXN2","mitochondrion",1,1
"272","ENSMUSG00000005370","Msh6","MSH6","ER",1,1
"273","ENSMUSG00000005374","Tbl2","TBL2","ER",1,1
"274","ENSMUSG00000005397","Nid1","NID1","early_endosome",1,1
"275","ENSMUSG00000005410","Mcm5","MCM5","nucleus",1,1
"276","ENSMUSG00000005413","Hmox1","HMOX1","ER",1,1
"277","ENSMUSG00000005417","Mprip","MPRIP","plasma_membrane",1,2
"278","ENSMUSG00000005447","Pafah1b3","PAFAH1B3","cytosol",1,1
"279","ENSMUSG00000005469","Prkaca","PRKACA","unclassified",1,1
"280","ENSMUSG00000005481","Ddx39a","DDX39A","nucleus",1,1
"281","ENSMUSG00000005483","Dnajb1","DNAJB1","cytosol",1,1
"282","ENSMUSG00000005506","Celf1","CELF1","nucleus",1,1
"283","ENSMUSG00000005514","Por","POR","ER",1,1
"284","ENSMUSG00000005534","Insr","INSR","plasma_membrane",1,1
"285","ENSMUSG00000005566","Trim28","TRIM28","unclassified",1,1
"286","ENSMUSG00000005575","Ube2m","UBE2M","cytosol",1,1
"287","ENSMUSG00000005609","Ctr9","CTR9","nucleus",1,1
"288","ENSMUSG00000005610","Eif4g2","EIF4G2","stress_granule",1,2
"289","ENSMUSG00000005615","Pcyt1a","PCYT1A","unclassified",1,1
"290","ENSMUSG00000005625","Psmd4","PSMD4","proteasome",1,4
"291","ENSMUSG00000005656","Snx6","SNX6","early_endosome",1,1
"292","ENSMUSG00000005667","Mthfd2","MTHFD2","mitochondrion",1,1
"293","ENSMUSG00000005683","Cs","CS","mitochondrion",1,1
"294","ENSMUSG00000005687","Bcas2","BCAS2","nucleus",1,1
"295","ENSMUSG00000005732","Ranbp1","RANBP1","cytosol",1,1
"296","ENSMUSG00000005779","Psmb4","PSMB4","proteasome",1,1
"297","ENSMUSG00000005813","Metap1","METAP1","stress_granule",1,1
"298","ENSMUSG00000005846","Rsl1d1","RSL1D1","nucleolus",1,1
"299","ENSMUSG00000005881","Ergic3","ERGIC3","ERGIC",1,1
"300","ENSMUSG00000005897","Nr2c1","NR2C1","nucleus",1,1
"301","ENSMUSG00000005899","Smpd4","SMPD4","ER",1,2
"302","ENSMUSG00000005907","Pex1","PEX1","peroxisome",1,1
"303","ENSMUSG00000005973","Rcn1","RCN1","ER",1,1
"304","ENSMUSG00000005981","Trap1","TRAP1","mitochondrion",1,2
"305","ENSMUSG00000006005","Tpr","TPR","nucleus",1,1
"306","ENSMUSG00000006010","Odr4","ODR4","ER",1,1
"307","ENSMUSG00000006019","Dhx34","DHX34","unclassified",1,1
"308","ENSMUSG00000006021","Kptn","KPTN","lysosome",1,1
"309","ENSMUSG00000006024","Napa","NAPA","early_endosome",1,1
"310","ENSMUSG00000006050","Sra1","SRA1","unclassified",1,1
"311","ENSMUSG00000006058","Snf8","SNF8","unclassified",1,1
"312","ENSMUSG00000006095","Tbcb","TBCB","cytosol",1,1
"313","ENSMUSG00000006127","Inpp5k","INPP5K","ER",1,1
"314","ENSMUSG00000006134","Crkl","CRKL","cytosol",1,1
"315","ENSMUSG00000006169","Clint1","CLINT1","early_endosome",1,2
"316","ENSMUSG00000006191","Cdkal1","CDKAL1","ER",1,1
"317","ENSMUSG00000006219","Fblim1","FBLIM1","cytosol",1,1
"318","ENSMUSG00000006273","Atp6v1b2","ATP6V1B2","early_endosome",1,1
"319","ENSMUSG00000006276","Eps15l1","EPS15L1","actin_cytoskeleton",1,2
"320","ENSMUSG00000006288","Ttc5","TTC5","unclassified",1,1
"321","ENSMUSG00000006289","Osgep","OSGEP","unclassified",1,1
"322","ENSMUSG00000006299","Aamp","AAMP","cytosol",1,1
"323","ENSMUSG00000006304","Arpc2","ARPC2","actin_cytoskeleton",1,1
"324","ENSMUSG00000006315","Tmem147","TMEM147","ER",1,1
"325","ENSMUSG00000006333","Rps9","RPS9","stress_granule",1,1
"326","ENSMUSG00000006369","Fbln1","FBLN1","plasma_membrane",1,1
"327","ENSMUSG00000006378","Gcat","GCAT","mitochondrion",1,1
"328","ENSMUSG00000006390","Elovl1","ELOVL1","ER",1,1
"329","ENSMUSG00000006392","Med8","MED8","nucleus",1,1
"330","ENSMUSG00000006412","Pfdn2","PFDN2","cytosol",1,1
"331","ENSMUSG00000006442","Srm","SRM","cytosol",1,1
"332","ENSMUSG00000006456","Rbm14","RBM14","nucleus",1,1
"333","ENSMUSG00000006494","Pdk1","PDK1","mitochondrion",1,1
"334","ENSMUSG00000006498","Ptbp1","PTBP1","nucleus",1,2
"335","ENSMUSG00000006517","Mvd","MVD","cytosol",1,1
"336","ENSMUSG00000006589","Aprt","APRT","cytosol",1,1
"337","ENSMUSG00000006599","Gtf2h1","GTF2H1","nucleolus",1,1
"338","ENSMUSG00000006673","Qrich1","QRICH1","unclassified",1,1
"339","ENSMUSG00000006676","Usp19","USP19","ER",1,2
"340","ENSMUSG00000006678","Pola1","POLA1","unclassified",1,1
"341","ENSMUSG00000006699","Cdc42","CDC42","plasma_membrane",1,2
"342","ENSMUSG00000006717","Acot13","ACOT13","mitochondrion",1,1
"343","ENSMUSG00000006728","Cdk4","CDK4","cytosol",1,1
"344","ENSMUSG00000006740","Kif5b","KIF5B","cytosol",1,1
"345","ENSMUSG00000006782","Cnp","CNP","plasma_membrane",1,1
"346","ENSMUSG00000006818","Sod2","SOD2","mitochondrion",1,1
"347","ENSMUSG00000006906","Stambp","STAMBP","cytosol",1,1
"348","ENSMUSG00000006932","Ctnnb1","CTNNB1","plasma_membrane",1,1
"349","ENSMUSG00000006998","Psmd2","PSMD2","proteasome",1,1
"350","ENSMUSG00000007038","Neu1","NEU1","lysosome",1,1
"351","ENSMUSG00000007041","Clic1","CLIC1","cytosol",1,1
"352","ENSMUSG00000007050","Lsm2","LSM2","p-body",1,1
"353","ENSMUSG00000007080","Pole","POLE","cytosol",1,1
"354","ENSMUSG00000007411","Mark3","MARK3","unclassified",1,2
"355","ENSMUSG00000007458","M6pr","M6PR","trans-Golgi",1,1
"356","ENSMUSG00000007476","Lrrc8a","LRRC8A","plasma_membrane",1,1
"357","ENSMUSG00000007564","Ppp2r1a","PPP2R1A","cytosol",1,1
"358","ENSMUSG00000007603","Dus3l","DUS3L","cytosol",1,2
"359","ENSMUSG00000007656","Arpp19","ARPP19","unclassified",1,1
"360","ENSMUSG00000007659","Bcl2l1","BCL2L1","mitochondrion",1,1
"361","ENSMUSG00000007670","Khsrp","KHSRP","nucleus",1,1
"362","ENSMUSG00000007721","Ccdc124","CCDC124","unclassified",1,1
"363","ENSMUSG00000007739","Cct4","CCT4","actin_cytoskeleton",1,1
"364","ENSMUSG00000007812","Zfp655","ZNF655","nucleus",1,1
"365","ENSMUSG00000007815","Rhoa","RHOA","plasma_membrane",1,1
"366","ENSMUSG00000007817","Zmiz1","ZMIZ1","unclassified",1,1
"367","ENSMUSG00000007833","Aldh16a1","ALDH16A1","cytosol",1,1
"368","ENSMUSG00000007836","Hnrnpa0","HNRNPA0","nucleus",1,1
"369","ENSMUSG00000007850","Hnrnph1","HNRNPH1","nucleus",1,4
"370","ENSMUSG00000007880","Arid1a","ARID1A","nucleus",1,2
"371","ENSMUSG00000007891","Ctsd","CTSD","lysosome",1,1
"372","ENSMUSG00000007892","Rplp1","RPLP1","translation",1,2
"373","ENSMUSG00000007987","Ift22","IFT22","cytosol",1,1
"374","ENSMUSG00000008036","Ap2s1","AP2S1","plasma_membrane",1,1
"375","ENSMUSG00000008140","Emc10","EMC10","ER",1,2
"376","ENSMUSG00000008200","Fnbp4","FNBP4","translation",1,1
"377","ENSMUSG00000008226","Scrn3","SCRN3","cytosol",1,1
"378","ENSMUSG00000008301","Phax","PHAX","cytosol",1,1
"379","ENSMUSG00000008333","Snrpb2","SNRPB2","nucleus",1,1
"380","ENSMUSG00000008373","Prpf31","PRPF31","nucleus",1,1
"381","ENSMUSG00000008435","Rdh13","RDH13","mitochondrion",1,1
"382","ENSMUSG00000008450","Nutf2","NUTF2","cytosol",1,1
"383","ENSMUSG00000008475","Arpc5","ARPC5","actin_cytoskeleton",1,1
"384","ENSMUSG00000008604","Ubqln4","UBQLN4","ER",1,1
"385","ENSMUSG00000008668","Rps18","RPS18","stress_granule",1,1
"386","ENSMUSG00000008683","Rps15a","RPS15A","translation",1,1
